id_req,desc_cat1,desc_cat2,desc_cat3,desc_cat4,desc_pegText
FV1C,F Uprates,7F Uprates,AIRFOILS,UPGRADE TO 7FA.03 STAGE 1 NOZZLE [FV1C],7F/FA/FA+ to 7FA+E with S1N
FV1D,F Uprates,7F Uprates,AIRFOILS,UPGRADE TO 7FA.03 STAGE 1 BUCKET [FV1D],7F/FA/FA+  to  7FA+E with S1B
FV1E,F Uprates,7F Uprates,AIRFOILS,UPGRADE TO 7FA.03 STAGE 2 NOZZLE [FV1E],7F/FA/FA+ to 7FA+E with S2N
FV1F,F Uprates,7F Uprates,AIRFOILS,UPGRADE TO 7FA.03 STAGE 2 BUCKET [FV1F],7F/FA/FA+ to 7FA+E with S2B
FV1G,F Uprates,7F Uprates,AIRFOILS,UPGRADE TO 7FA.03 STAGE 2 SHROUD [FV1G],7F/FA/FA+ to 7FA+E with S2S
FV1H,F Uprates,7F Uprates,AIRFOILS,UPGRADE TO 7FA.03 STAGE 3 NOZZLE [FV1H],7F/FA/FA+ to 7FA+E with S3N
FV1I,F Uprates,7F Uprates,AIRFOILS,UPGRADE TO 7FA.03 STAGE 3 BUCKET [FV1I],7F/FA/FA+ to 7FA+E with S3B
FV1J,F Uprates,7F Uprates,AIRFOILS,UPGRADE TO 7FA.03 STAGE 3 SHROUD [FV1J],7F/FA/FA+ to 7FA+E S3S
FV1K,F Uprates,7F Uprates,ROTORS AND BEARINGS,"CONVERT TO GENERATION 4 ROTOR [FV1K, FV1L]",Gen 3 to Gen 4 Rotor Conversion
FV1L,F Uprates,7F Uprates,ROTORS AND BEARINGS,"CONVERT TO GENERATION 4 ROTOR [FV1K, FV1L]",Gen 2 to Gen 4 Rotor Conversion
FV1N,F Uprates,7F Uprates,AIRFOILS,"7FA.01 to 7FA.02  STAGE 1 BUCKETS, NOZZLES, AND SHROUDS [FV1N]","7FA to 7FA+E w/S1B,S1N,S1S"
FV1O,F Uprates,7F Uprates,AIRFOILS,7FA.03  STAGE 1 BUCKETS AND NOZZLES [FV1O],7FA/FA+ to 77FA+E with S1B S1N
FV1P,F Uprates,7F Uprates,AIRFOILS,7FA.03  STAGE 1 BUCKETS AND SHROUDS [FV1P],7F/FA/FA+ to 7FA+E with S1B S1S
FV1Q,F Uprates,7F Uprates,AIRFOILS,7FA.03  STAGE 1 NOZZLES AND SHROUDS [FV1Q],7FA/FA+ to 7FA+E with S1N S1S
FV1S,F Uprates,7F Uprates,AIRFOILS,7FA.03  STAGE 1 SHROUDS [FV1S],7F/FA/FA+ to 7FA+E with S1S
FV1T,F Uprates,7F Uprates,CASINGS,"ADD CDC PLUGS [FV7A AND PARTIAL FV1T, FV1U, FV1V, FV1W]","7FA+E S2B/S/N,S3B/S/N,HPP,CDC,88"
FV1U,F Uprates,7F Uprates,SYSTEM UPGRADES,"UPRATE TO 88-DEGREE INLET GUIDE VANE [PARTIAL FV1U, FV1V, FV1W]","7FA+E S2B/S, S3B/S, HPP CDC, 88 IGV"
FV1V,F Uprates,7F Uprates,AIRFOILS,"7FA.03  STAGE 2-3 BUCKETS AND SHROUDS, HIGH PRESSURE PACKING, COMPRESSOR DISCHARGE CASE PLUGS, AND 88-DEGREE INLET GUIDE VANE [FV1V]","7FA+E S2B/S, S3B/S, HPP, CDC Plugs, 88 IGV"
FV1W,F Uprates,7F Uprates,AIRFOILS,"7FA.03  STAGE 2 BUCKETS AND SHROUDS, HIGH PRESSURE PACKING, COMPRESSOR DISCHARGE CASE PLUGS, AND 88-DEGREE INLET GUIDE VANE [FV1V]","7FA+E S3B/S, HPP, CDC Plugs, 88 IGV"
FV1X,F Uprates,7F Uprates,AIRFOILS,"UPRATE TO 72,000-HOUR STAGE 2 BUCKET [FV1X]",72K 7FA+E Stage 2 Bucket
FV1Y,F Uprates,7F Uprates,AIRFOILS,APPLY ADVANCED HOT GAS PATH [FV1Y],Advanced Hot Gas Path
FV1YA,F Uprates,7F Uprates,SYSTEM UPGRADES,7FA SHAFT HORSEPOWER LIMIT INCREASE,7FA Shaft HP Limit Increase
FV1Z,F Uprates,7F Uprates,AIRFOILS,APPLY 9F ADVANCED HOT GAS PATH,9F Advanced Hot Gas Path
FV1ZA,F Uprates,7F Uprates,SYSTEM UPGRADES,9FA SHAFT HORSEPOWER LIMIT INCREASE,9F Shaft HP Limit Increase
FV4B,F Uprates,9F Uprates,SYSTEM UPGRADES,UPRATE TO 9FA.03 [FV4B],9F/FA to 9FA+E Uprate
FV4C,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 1 NOZZLE [FV4C],9F/FAto 9FA+E with S1N
FV4D,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 1 BUCKET [FV4D],9F/FA to 9FA+E with S1B
FV4E,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 2 NOZZLE [FV4E],9F/FA to 9FA+E with S2N
FV4F,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 2 BUCKET [FV4F],9F/FA to 9FA+E with S2B
FV4G,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 2 SHROUD [FV4G],9F/FA to 9FA+E with S2S
FV4H,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 3 NOZZLE [FV4H],9F/FA to 9FA+E with S3N
FV4I,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 3 BUCKET [FV4I],9F/FA to 9FA+E with S3B
FV4J,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 3 SHROUD [FV4J],9F/FA to 9FA+E with S3S
FV4N,F Uprates,9F Uprates,AIRFOILS,"UPGRADE TO 9FA.03 STAGE 1 BUCKET, NOZZLE, AND SHROUD [FV4N]",9FA to 9FA+E with S1B S1N S1S
FV4O,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 1 BUCKET AND NOZZLE [FV4O],9FA to 9FA+E with S1B S1N
FV4P,F Uprates,9F Uprates,,,9F/FA to 9FA+E with S1B S1S
FV4Q,F Uprates,9F Uprates,,,9FA to 9FA+E with S1N S1S
FV4S,F Uprates,9F Uprates,AIRFOILS,UPGRADE TO 9FA.03 STAGE 1 SHROUD [FV4S],9F/FA to 9FA+E WITH S1S
FV4T,F Uprates,9F Uprates,,,"9FA+E S2B/S/N, S3B/S/N, HPP,CDC,88"
FV4U,F Uprates,9F Uprates,,,"9FA+E S2B/S, S3B/S, HPP, CDC, 88 IGV"
FV4V,F Uprates,9F Uprates,,,"9FA+E S2B/S,HPP, CDC, Plugs, 88 IGV"
FV4W,F Uprates,9F Uprates,,,"9FA+E S3B/S, HPP, CDC Plugs, 88 IGV"
FV4X,F Uprates,9F Uprates,,,DLN 2 TO 2+ Upgrade
FV7A,F Uprates,General F Class Upgrades,SYSTEM UPGRADES,COMPRESSOR DISCHARGE CASE BORE PLUGS [FV7A],CDC Bore Plugs
FV7B,F Uprates,General F Class Upgrades,AIRFOILS,OPTIMIZE INLET GUIDE VANE [FV7B],OpFlex Advantage Airflow (IGV Optimization)
FV7BA,F Uprates,General F Class Upgrades,,,Fixed IGV Angle Optimization
FV7BB,F Uprates,General F Class Upgrades,,,Variable IGV Angle Optimization
FV7C,F Uprates,General F Class Upgrades,AIRFOILS,APPLY UNCAMBERED INLET GUIDE VANES [FV7C],Uncambered IGV
FV7D,F Uprates,General F Class Upgrades,AIRFOILS,UPGRADE TO EROSION TOLERANT R0 BLADES [FV7D],Erosion Tolerant R0 Blades
FV7E,F Uprates,General F Class Upgrades,AIRFOILS,UPGRADE TO HIGH FLOW R0 BLADES [FV7E],High Flow R0 Blade
FV7F,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY ADVANCED FUEL SCHEDULING [FV7F],OpFlex / Advanced Fuel Scheduling
FV7G,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY EXTENDED TURNDOWN [FV7G],Extended Turndown
FV7H,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY START-UP FUEL HEATING [FV7H],"Startup Fuel Heating, e-NPP 04-1100.1"
FV7I,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY START-UP NOX CONTROL [FV7I],"Startup Nox, e-NPP 04-1100.5"
FV7J,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY AUTO- GRID CONTROL FAST LOAD [FV7J],Automatic Grid Control Fast Load
FV7K,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,APPLY ISOTHERM REDUCTION [FV7K],Isotherm Reduction
FV7L,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,APPLY CMPRSR EXTRACTION VALVE MODULATION [FV7L],Compressor Extraction Valve Modulation
FV7M,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,CMPRSR EXTRACTION OPTIMIZATION (EJECTOR) [FV7M],Compressor Extraction Optimization (Ejector)
FV7MA,F Uprates,General F Class Upgrades,,,Compressor Extraction Optimization (Ejector valve improvements)
FV7N,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,S3N PURGE REDUCTION [FV7N],S3N Purge Reduction
FV7O,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,CASE TEMPERATURE MANAGEMENT [FV7O],Case Temperature Management
FV7P,F Uprates,General F Class Upgrades,,,Low dP/P Combustion System (duplicate of FR2V)
FV7PA,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY PURGE CREDIT FOR GAS FUEL ONLY [FV7PA],"OpFlex Purge Credit, 7F-class gas only"
FV7PB,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY PURGE CREDIT FOR DUAL FUEL [FV7PB],"OpFlex Purge Credit, 7F-class dual fuel"
FV7PC,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY FAST ACCELERATION [FV7PC],OpFlex Fast Acceleration
FV7PD,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY FAST LOAD [FV7PD],OpFlex Fast Load
FV7Q,F Uprates,General F Class Upgrades,SYSTEM UPGRADES,APPLY COOLING OPTIMIZATION PACKAGE [FV7Q],Cooling Optimization Package (Umbrella).
FV7R,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY STARTUP AGILITY [FV7R],Opflex Startup Agility
FV7S,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY [FV7S],Operational Flex
FV7T,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE PART LOAD INLET BLEED HEAT OPTIMIZATION [FV7T],Part Load IBH Optimization
FV7U,F Uprates,General F Class Upgrades,,,OpFlex Fast Ramp
FV7UA,F Uprates,General F Class Upgrades,CONTROL SOFTWARE,PROVIDE OPERATIONAL FLEXIBILITY FAST RAMP 2X RAMP RATE [FV7UA],"7F-3.03, .04 and 7F-5.01 OpFlex Fast Ramp (2X Ramp Rate)"
FV7VA,F Uprates,General F Class Upgrades,,,Repair for Performance (R4P) Package 1
FV7VB,F Uprates,General F Class Upgrades,SYSTEM UPGRADES,REPAIR FOR PERFORMANCE (R4P) PACKAGE 2 [FV7VB],Repair for Performance (R4P) Package 2
FV8A,F Uprates,6F Uprates,AIRFOILS, UPGRADE TO 6FA.03 STAGE 1 NOZZLE [FV8A],6FA S1N Upgrade to 6FA+e
FV8B,F Uprates,6F Uprates,AIRFOILS, UPGRADE TO 6FA.03 STAGE 1 BUCKET [FV8B],6FA S1B Upgrade to 6FA+e
FV8C,F Uprates,6F Uprates,CASINGS,UPGRADE TO 6FA.03 STAGE 1 SHROUD [FV8C],6FA S1S Upgrade to 6FA+e
FV8D,F Uprates,6F Uprates,AIRFOILS, UPGRADE TO 6FA.03 STAGE 2 NOZZLE [FV8D],6FA S2N Upgrade to 6FA+e
FV8E,F Uprates,6F Uprates,AIRFOILS, UPGRADE TO 6FA.03 STAGE 2 BUCKET [FV8E],6FA S2B Upgrade to 6FA+e
FV8F,F Uprates,6F Uprates,CASINGS,UPGRADE TO 6FA.03 STAGE 2 SHROUD [FV8F],6FA S2S Upgrade to 6FA+e
FV8G,F Uprates,6F Uprates,AIRFOILS, UPGRADE TO 6FA.03 STAGE 3 NOZZLE [FV8G],6FA S3N Upgrade to 6FA+e
FV8H,F Uprates,6F Uprates,,,6FA S3B Upgrade to 6FA+e
FV8I,F Uprates,6F Uprates,CASINGS,UPGRADE TO 6FA.03 STAGE 3 SHROUD [FV8I],6FA S3S Upgrade to 6FA+e
FV8J,F Uprates,6F Uprates,SYSTEM UPGRADES,INCREASE FIRING TEMPERATURE 30 DEGREES [FV8J],TFire Upgrade of 30 Deg
FV8K,F Uprates,6F Uprates,,,6F.03 Advanced Gas Path
FW1A,TIL'S,TIL #'S,CONTROL SOFTWARE,APPLY TIL 263 WHEELSPACE TEMPERATURE LIMITS [FW1A],TIL #263 WHEELSPACE TEMPERATURE LIMITS
FW1B,TIL'S,TIL #'S,CASINGS,APPLY TIL 358 WHEELSPACE SEAL IMPROVEMENT [FW1B],TIL #358 WHEELSPACE SEAL IMPROVEMENT
FW1C,TIL'S,TIL #'S,ROTORS AND BEARINGS,APPLY TIL 371C BEARING REPAIR [FW1C],TIL #371C BEARING REPAIR
FW1D,TIL'S,TIL #'S,COOLING AND SEALING AIR,APPLY TIL 402C FIRST STAGE AFT WHEELSPACE HIGH TEMPERATURE [FW1D],TIL #402C 1ST STG AFT WHLSPACE HIGH TEMP
FW1E,TIL'S,TIL #'S,ROTORS AND BEARINGS,APPLY TIL 413C NUMBER 2 BEARING DISTRESS [FW1E],TIL #413C NO. 2 BRG DISTRESS
FW1F,TIL'S,TIL #'S,CONTROL SOFTWARE,APPLY TIL 416C CONTROL CHANGES FOR REDUCED MAINTENANCE [FW1F],TIL #416C CONTROL CHANGES FOR REDUCED MAINT
FW1G,TIL'S,TIL #'S,SYSTEM UPGRADES,APPLY TIL 432C MANUAL GENERATOR SYNCHRONIZATION PROTECTION [FW1G],TIL #432C MANUAL GEN SYNCHRO PROTECTION
FW1H,TIL'S,TIL #'S,CONTROL SOFTWARE,APPLY TIL 497C STANDBY TBS ON EXTENDED SHUTDOWN [FW1H],TIL #497C STANDBY TBS ON EXTENDED SHUTDOWN
FW1I,TIL'S,TIL #'S,ROTORS AND BEARINGS,APPLY TIL 523BR1 DISTANCE PIECE RECOVERY [FW1I],TIL #523BR1 DISTANCE PIECE FAILURE
FW1J,TIL'S,TIL #'S,SYSTEM UPGRADES,APPLY TIL 532CR1 VARIABLE IGV INPSECTION [FW1J],TIL #532CR1 VARIABLE IGV INSPECTION
FW1K,TIL'S,TIL #'S,ROTORS AND BEARINGS,APPLY TIL 533C ROTOR POSITION ON THRUST BEARING [FW1K],TIL #533C ROTOR POSITION ON THRUST BEARING
FW1L,TIL'S,TIL #'S,INLET AND EXHAUST,APPLY TIL 536C EXHAUST DIFFUSER HORIZONTAL FLANGE [FW1L],TIL #536C EXHAUST DIFFUSER HORIZONTAL FLANGE
FW1M,TIL'S,TIL #'S,STARTING,APPLY TIL 544C EXTENDED REACH SPARK PLUGS [FW1M],TIL #544C EXTENDED REACH SPARK PLUGS
FW1N,TIL'S,TIL #'S,LIQUID FUEL AND PURGE,APPLY TIL 546C PANEL MOUNTED GLOBE VALVES [FW1N],TIL 546C PANEL MOUNTED GLOBE VALVES
FW1O,TIL'S,TIL #'S,GAS FUEL AND PURGE,APPLY TIL 551B GAS FUEL PURGE SYSTEM [FW1O],TIL #551B GAS FUEL PURGE SYSTEM
FW1P,TIL'S,TIL #'S,INSTRUMENTATION,APPLY TIL 1015-3 VIBRATION SENSOR LOCKWIRE [FW1P],TIL #1015-3 VIBRATION SENSOR LOCKWIRE
FW1Q,TIL'S,TIL #'S,ROTORS AND BEARINGS,APPLY TIL 1019-3A AND TIL 1028-3A THRUST BEARING MODIFICATION [FW1Q],TIL #1019-3A & TIL #1028-3A THRUST BEARING
FW1R,TIL'S,TIL #'S,STARTING,APPLY TIL 306 HYDRAULIC RATCHET MODIFICATION [FW1R],TIL #306 HYDRAULIC RATCHET MOD
FW1S,TIL'S,TIL #'S,INSTRUMENTATION,APPLY TIL 419C BLEED VALVE LIMIT SWITCH [FW1S],"TIL #419C BLEED VALVE, LIMIT SWITCH"
FW1T,TIL'S,TIL #'S,GAS FUEL AND PURGE,APPLY TIL 1033 GAS FUEL PURGE SYSTEM [FW1T],TIL #1033 GAS FUEL PURGE SYS
FW1U,TIL'S,TIL #'S,GAS FUEL AND PURGE,APPLY TIL 1034 GAS FUEL PURGE SYSTEM [FW1U],TIL #1034 GAS FUEL PURGE SYS
FW1V,TIL'S,TIL #'S,CASINGS,APPLY TIL 294 BOROSCOPE ACCESS HOLES [FW1V],TIL #294 BORESCOPE ACCESS HOLES
FW1W,TIL'S,TIL #'S,ENCLOSURES AND PIPING,APPLY TIL 469 FUEL OIL PIPING MODIFICATION [FW1W],TIL #469C FUEL OIL PIPING MOD
FW1X,TIL'S,TIL #'S,CONTROL SOFTWARE,APPLY TIL 1030 EXHAUST TEMP ALLOWABLE SPREAD [FW1X],TIL #1030 ITS TEMP SPREAD LIMIT
FW1Y,TIL'S,TIL #'S,LIQUID FUEL AND PURGE,APPLY TIL 1051 LIQUID FUEL PURGE CHECK VALVE  [FW1Y],TIL #1051 LIQUID FUEL PURGE CHECK VALVE
FW1Z,TIL'S,TIL #'S,CONTROL SOFTWARE,APPLY TIL 1081-3A REDUCED LOAD DISTURBANCES [FW1Z],TIL #1081-3A REDUCE LOAD DISTURBANCES
FW2A,TIL'S,TIL #'s,HEATING AND VENTILLATION,APPLY TIL 377C DIESEL ENGINE COOLING SYSTEM [FW2A],TIL #377C DIESEL ENGINE COOLING SYSTEM
FW2B,TIL'S,TIL #'s,INSTRUMENTATION,APPLY TIL 382C FUSING INDICATOR LIGHTS OF EMERGENCY CIRCUITS [FW2B],TIL #382C FUSING INDIC LTS OF EMERG CRCUITS
FW2C,TIL'S,TIL #'s,CONTROL SOFTWARE,APPLY TIL 393C CMPRSR SURGE CONTROL [FW2C],TIL #393C COMPRESSOR SURGE CONTROL
FW2D,TIL'S,TIL #'s,CONTROL HARDWARE,APPLY TIL 394C FUSE ADDITION DOUBLE COIL SOLENOID VALVE [FW2D],TIL #394C FUSE ADDTN FOR DBLE COIL SLN VLVS
FW2E,TIL'S,TIL #'s,INLET AND EXHAUST,APPLY TIL 440C - EXHAUST DIFFUSER DOUBLER PLATE [FW2E],TIL #440C EXHAUST DIFFUSER DOUBLER PLATE
FW2F,TIL'S,TIL #'s,INSTRUMENTATION,APPLY 441C FALSE FLAME INDICATION AT STANDSTILL FOR HONEYWELL FLAME DETECTOR [FW2F],TIL #441C FALSE FLM INDIC AT UNT STANDSTILL
FW2G,TIL'S,TIL #'s,HEATING AND VENTILLATION,APPLY TIL 458-CR1 GAC VENTILATION MODIFICATION [FW2G],TIL #458CR1 GAC VENTILATION MODIFICATION
FW2H,TIL'S,TIL #'s,COMBUSTION,APPLY TIL 437C - TRANSITION PIECES WITH FLOATING SEAL [FW2H],TIL #473C TRANSITION PCE WITH FLOATING SEAL
FW2I,TIL'S,TIL #'s,,,TIL #485C FLAME DETECTION SYSTEM
FW2J,TIL'S,TIL #'s,STARTING,APPLY TIL 487C - EXTENDED REACH SPARK PLUG INSPECTION [FW2J],TIL #487C EXTND-REACH SPARK PLUG INSPECTION
FW2K,TIL'S,TIL #'s,LIQUID FUEL AND PURGE,APPLY TIL 491-CR1 - FLOW DIVIDERS [FW2K],TIL #491CR1 FLOW DIVIDERS
FW2L,TIL'S,TIL #'s,COOLING AND SEALING AIR,APPLY TIL 501C AIR EXTRACTION VALVES [FW2L],TIL #501C AIR EXTRACTION VALVES
FW2M,TIL'S,TIL #'s,INLET AND EXHAUST,APPLY TIL 502C GENERATOR AIR INLET FILTERS [FW2M],TIL #502C GENERATOR AIR INLET FILTERS
FW2N,TIL'S,TIL #'s,AIRFOILS, APPLY TIL 1004-3 CMPRSR BLADE CORROSION LIMITS [FW2N],TIL #1004-3 COMP BLADE CORROSION LIMITS
FW2O,TIL'S,TIL #'s,ROTORS AND BEARINGS,APPLY TIL 1018-3 TURBINE WHEEL INSPECTION PROGRAM [FW2O],TIL #1018-3 TURB WHEEL INSPECTION PROGRAM
FW2P,TIL'S,TIL #'s,CONTROL HARDWARE,APPLY TIL 1039-3 MK IV SPEEDTRONIC CONTROL CARD UPDATE [FW2P],TIL #1039-3 MK-IV SPDTRONIC CTRL CARD UPDT
FW2Q,TIL'S,TIL #'s,GAS FUEL AND PURGE,APPLY TIL 1040-3AR1 GAS FUEL PURGE SYSTEM REQUIREMENT [FW2Q],TIL #1040-3AR1 GAS FUEL PURGE SYS REQUIRMNT
FW2R,TIL'S,TIL #'s,COMBUSTION,APPLY TIL 1070-2 BULLHORN BRACKET REDESIGN [FW2R],TIL #1070-2 BULLHORN BRACKET REDESIGN
FW2S,TIL'S,TIL #'s,INSTRUMENTATION,APPLY TIL 1093-2 ADD LIMIT SWITCHES TO LOAD GEAR [FW2S],TIL #1093-2 ADD LIMIT SWTCHS TO LD GEAR CMP
FW2T,TIL'S,TIL #'s,ROTORS AND BEARINGS,APPLY TIL 1113-3 INACTIVE THRUST BEARING REPLACEMENT [FW2T],"TIL #1113-3 IN THRST BRG 71B,C,E(STAG ONLY)"
FW2U,TIL'S,TIL #'s,CONTROL SOFTWARE,APPLY TIL 1119-2 CMPRSR BLEED VALVE SEQUENCE MODIFICATION [FW2U],TIL #1119-2 COMP BLEED VALVE SEQUENCE MODI
FW2V,TIL'S,TIL #'s,CONTROL SOFTWARE,APPLY TIL 1133 GENERATOR STATOR OVER TEMPERATURE PROTECTION [FW2V],TIL #1133-3 GENRTR STATOR HI-TEMP AUTO-TRIP
FW2W,TIL'S,TIL #'s,INSTRUMENTATION,APPLY TIL 448C REPLACE SEISMIC VIBRATION PICK-UP [FW2W],TIL #448C - SEISMIC VIB'N PU REPLACEMENT
FW2X,TIL'S,TIL #'s,REGEN CYCLE,APPLY TIL 484C REGENERATOR REPLACEMENTS [FW2X],TIL #484C - REGENERATOR REPLACEMENTS
FW2Y,TIL'S,TIL #'s,CONTROL SOFTWARE,APPLY TIL 1170-2R2 61B STATOR 17 OPERATING LIMITS [FW2Y],TIL #1170-2R2 - 61B STATOR 17 OPERATING LIMITS
FW2Z,TIL'S,TIL #'s,,,TIL#1244-2 IMPROVED FLM DET PERFORMANCE
FW3A,TIL'S,TIL #'s,CASINGS,APPLY TIL 1184-2 VERTICAL CASING JOINT SLIPPAGE [FW3A],TIL#1184-2 VERTICAL CASING JOINT SLIPPAGE
FW3B,TIL'S,TIL #'s,COMBUSTION,APPLY TIL 1198-2 PHASE 6 DLN COMBUSTION LINER UPGRADE [FW3B],TIL#1198-2 PHASE 6 DLN LINER UPGRADE
FW3C,TIL'S,TIL #'s,INLET AND EXHAUST,APPLY TIL 1225-2R1 INLET BLEED HEAT DISTRIBUTION SYSTEM [FW3C],TIL#1225-2R1 IBH DISTIBUTION SYSETM MODS
FW3D,TIL'S,TIL #'s,ROTORS AND BEARINGS,APPLY TIL 1232-2 NUMBER 2 BEARING TUNNEL COOLING [FW3D],TIL#1232-2 #2 BEARING TUNNEL COOLING
FW3E,TIL'S,TIL #'s,ROTORS AND BEARINGS,APPLY TIL 1260-2 STAGE 1-2 SPACER DISCOURAGER SEAL INSPECTION AND REPLACEMENT [FW3E],TIL 1260-2 Stg 1-2 Spacer Discourager Seal
FW3F,TIL'S,TIL #'s,INSTRUMENTATION,APPLY TIL 1160-3 HUMIDITY SENSOR REPLACEMENT [FW3F],TIL 1160-3 Humidity Sensor Replacement
FW3G,TIL'S,TIL #'s,ATOMIZING AIR,APPLY TIL 1193-1 7F AND 7FA ATOMIZING AIR AND PURGE AIR FLEXIBLE HOSE REPLACEMENT [FW3G],TIL 1193-1 AA/Purge Air Flex Hose Replacement
FW3H,TIL'S,TIL #'s,GAS FUEL AND PURGE,APPLY TIL 1200-2 STOP-SPEED RATIO VALVE - SEAL UPGRADE [FW3H],TIL 1200-2 Stop/Speed Ratio Valve-Seal Upgrade
FW3I,TIL'S,TIL #'s,AIRFOILS, APPLY TIL 1201-2R1 ALLOWABLE THERMAL BARRIER COATING (TBC) SPALLING [FW3I],TIL 1201-2R1 TBC Spallation on Liners & TP's
FW3J,TIL'S,TIL #'s,COMBUSTION,APPLY TIL 1202-3 IMPROVED DESIGN TRANSITION PIECE SEAL RETAINER [FW3J],TIL 1202-3 Improved TP Side Seal Retainer
FW3K,TIL'S,TIL #'s,AIRFOILS, APPLY TIL 1222-2 STAGE 2 NOZZLE UPGRADE [FW3K],TIL 1222-2 Stage 2 Nozzle Upgrade
FW3N,TIL'S,TIL #'s,INLET AND EXHAUST,APPLY TIL 1230-2 EXHAUST DIFFUSER UPGRADE [FW3N],TIL 1230-2 Exhaust Diffuser Upgrade
FW3O,TIL'S,TIL #'s,STARTING,APPLY TIL 1234-2 SPARK PLUG LEAD INSPECTION AND REPLACEMENT [FW3O],TIL 1234-2 Spark Plug Lead Replacement
FW3P,TIL'S,TIL #'s,INLET AND EXHAUST,APPLY EXHAUST FRAME BLOWER ALUMINUM WHEEL REPLACEMENT [FW3P],TIL 1267-2 Exh Frame Blower Al Wheel Replacement
FW3R,TIL'S,TIL #'s,ROTORS AND BEARINGS,APPLY TIL 1271-2 NUMBER 2 BEARING INSTRUMENTATION LEAD IMPROVEMENT [FW3R],TIL 1271-2 #2 Bearing Inst. Lead Improvement
FW3S,TIL'S,TIL #'s,INSTRUMENTATION,APPLY TIL 1272 ENHANCED FLAME DETECTOR SYSTEM REPLACEMENT [FW3S],TIL 1272-2R1 Enhanced Flame Detector System
FW3T,TIL'S,TIL #'s,COOLING AND SEALING AIR,APPLY THIRD STAGE NOZZLE COOLING AIR FLEX LINES MAINTENANCE [FW3T],TIL 1279-1 S3N Cooling Air Flex Lines
FW3U,TIL'S,TIL #'s,CONTROL SOFTWARE,APPLY F-CLASS CMPRSR ROTOR CONTROL MODIFICATIONS AND OPERATIONAL RECOMMENDATIONS [FW3U],TIL 1286-2 R17 Controls Mod
FW3V,TIL'S,TIL #'s,INLET AND EXHAUST,"APPLY TIL 1346-1 REPLACEMENT OF STAGE 17 ROTATING CMPRSR BLADES [FW3V, FW3W]",TIL 1346-1 REPLACEMENT OF 7EA STG 17 ROTATING COMP BLADES
FW3W,TIL'S,TIL #'s,AIRFOILS,TIL 1352-1 MS6001B EXIT GUIDE VANE DISTRESS [FW3W],TIL 1352-1 MS6001B EXIT GUIDE VANE DISTRESS
FW3X,TIL'S,TIL #'s,COOLING AND SEALING AIR,APPLY TIL 1416-3 CMPRSR BLEED VALVE RELIABILITY UPGRADE [FW3X],TIL 1416-3 Compressor Bleed Valve Reliability Upgrade
FW3Y,TIL'S,TIL #'s,INLET AND EXHAUST,APPLY TIL 1459 6FA DIFFUSER [FW3Y],TIL #1459  6FA EXHAUST DIFF. FUEL OIL LEAKAGE
FW3Z,TIL'S,TIL #'s,EMMISSION CONTROL,APPLY TIL 1440 STEAM INJECTION [FW3Z],TIL 1440 STEAM INJECTION
FW3ZA,TIL'S,TIL #'s,,,On Line Waterwash Modification for reduced R0 Erosion
